SI,UIY,UIZ,CI,Name
0.35174078575686685,0.2738400613599299,0.7241988114110158,1.4624493649054002,cgg
0.8762214600128913,1.1608701608081389,0.9403608055418691,1.4701278705991858,dsm
0.6672589359157145,0.5552228134085067,0.8178098977764149,1.628420205520106,dzx
0.9325275637890316,0.9124128737614712,1.0725979409217674,1.37853689421479,fyj
0.4388474262077182,0.42536105105483263,0.7352638113786285,1.6681546538760754,fy
0.3599125842244263,0.17165078146640628,0.6768191452826836,1.5222179593587362,ghc
0.8321331490926789,0.8512069564881706,1.0602710135522562,1.4994756301834884,jba
0.6713228011388634,0.7680368267250012,1.0419778170528369,1.7327205649707775,jyx
0.6349762129870445,0.44524246190581973,0.9918348177549595,1.6138116207121227,lbn
0.4164040981710103,0.4669675560122592,0.7220395355404717,1.7056479638129938,lcy
0.5069253976840047,0.512615105030086,0.7144572425474671,1.665788046963963,lxq
0.6492261749536592,0.7831920365817854,1.0921935674710967,1.5954898424627277,lyb
0.5165544972482293,0.5473209233020389,0.7655781523233404,1.5353946452560576,lyg
0.642169918003147,0.7888604239163749,0.8870616438711545,1.6577855173224503,pja
0.6031628755294385,0.3824426491402518,0.9258619532039398,1.6044252606975213,plm
0.4630082718315831,0.4326254964510696,0.7276496142040392,1.6991208495192691,st
0.7918106519933834,0.5336933052412874,1.13993247458347,1.6249898398500087,sxy
0.9492782991242497,1.080524288074957,1.110098090848245,1.2854805822704594,tyue
1.0441182724464386,0.9326438550814511,1.1496183107737383,1.3961497550770887,ty
0.4609256678188305,0.3521182353148185,0.8126646337814776,1.7014194704676864,wcf
0.5774952454936925,0.7106844206012882,0.8182053773671968,1.7053802452119706,wk
0.5228439380952538,0.5832669013996941,0.8397935562812707,1.7371885160652953,wxf
0.410136734870316,0.35031003348170764,0.773928064255679,1.644776594467669,yhx
0.7407167159707546,0.5758927952052144,1.1037296476272072,1.6143054723780055,zbk
0.5552222560033986,0.6153927667914206,0.705113787233643,1.5711679019223972,zd
0.7570122896646583,0.5749039772671344,1.0317446793517389,1.705102009361783,zfb
0.7932195448627191,0.7856230510195796,1.1575357355381006,1.5796051827499151,zkx
0.6196099944055198,0.7069865953765714,0.8381279488703703,1.6074823545594568,zq
0.5809162504053009,0.6865101118883381,0.8890423636620257,1.7444171777848447,zwj
0.8162098459783075,0.9714258935265394,0.8968809911658259,1.562028629501918,zym
1.0887343970042906,0.6747219734519607,1.2719208170680323,1.1787603280733663,zy
