SI,UIY,UIZ,CI,Name
0.28204381652202526,0.40278467307613774,0.7728800142040052,1.5139981182892657,cgg
0.6341327431894518,0.7899805632372745,0.796846203367149,1.7086048761423918,dsm
0.46329380909891615,0.5620289245291514,0.8095248160960892,1.614182332310491,dzx
0.699144071925653,0.9902744539095302,0.8232802716444003,1.8301866229029082,fyj
0.2790269508858002,0.3732540017047905,0.5746190641560059,1.4065672991822602,fy
0.25544380397228283,0.33787110263135667,0.7568303068613977,1.5418060299396374,ghc
0.43001898980843334,0.6439017586562393,0.7892816688547623,1.7715291303037668,jba
0.460349840756618,0.6405849030515726,0.8686921348742471,1.9197640219004695,jyx
0.3630848725088607,0.5650189490841744,0.926811772925737,2.0810610501090245,lbn
0.4345221302073925,0.5362572095955069,0.8831334306605623,1.5906358197592494,lcy
0.3860301127501855,0.4965133019129802,1.0112510446557197,1.515957389393236,lxq
0.5166114559913888,0.6906785377630685,0.8905587908642629,1.8942004781721624,lyb
0.4689094058548696,0.5151948812579038,0.8537265986946073,1.575528970067157,lyg
0.7709330134405672,0.8838912637289705,1.218936791758631,1.8373266602284435,pja
0.4796977491435013,0.6176236452033619,1.1588387168673577,1.8323570854986484,plm
0.3122602566559364,0.49968636626865254,0.5078021559883209,1.727450751080031,st
0.5132930996243377,0.6129558136028261,1.1280284011222104,2.0574824625120023,sxy
0.5466710652752651,0.7395997840601113,0.5537295728598282,1.6575425169414761,tyue
0.647698660027608,0.8845184589133827,0.9429767367890751,1.8919555549007685,ty
0.37042532541402096,0.42361616002492825,0.6650524374756811,1.6568548046806355,wcf
0.5785554507596292,0.6823033937073957,0.9192717532811568,1.7978302096424912,wk
0.36040586576051015,0.5500063731264891,0.7111299933467014,1.9065041580702786,wxf
0.22162149930428532,0.3648375071400108,0.3997667623931218,1.1595824053090422,yhx
0.6433520199436553,0.8707374578748284,1.2930675156950229,1.8884531354095573,zbk
0.4460039165688001,0.5827103937531094,1.1895226563095345,1.7697797188399393,zd
0.2326987910285928,0.44825012827242056,0.40930341386809854,1.633526413982134,zfb
0.45310634849109754,0.6939380545613701,0.7992456969721651,1.959189926838561,zkx
0.4467607519426915,0.5740829578023026,0.6645192881043838,1.6554275435549894,zq
0.30622999824785113,0.505281248081311,0.587379748639748,1.692003161546273,zwj
0.5131482362355522,0.6747406355197638,0.7202239889019206,1.7362473839043022,zym
0.7720357907985695,0.9770093315182211,1.3727413490294564,1.7469050670654664,zy
