SI,UIY,UIZ,CI,Name
0.8427986091081439,0.85041792916423,1.111217463441363,1.1304637800985502,cgg
1.74276247985617,0.819731612121614,1.5993207795620348,0.5893456896049208,dsm
0.8742135807436515,0.8462782310649445,1.1299519140018899,1.0448658891541789,dzx
1.515899289591371,1.0981323865497692,1.1855125233602188,0.7701015784714703,fyj
0.8191987401317111,0.767376281872162,1.3341933037632865,1.185029807267664,fy
1.1436116571756823,0.9729650921979797,1.3933762807130048,1.2747574614872172,ghc
1.539561214948313,1.144063434661705,1.1825203476779038,0.741908934722342,jba
1.2648819431524418,1.0870943751256013,1.5303552331010533,0.9920069284025088,jyx
1.1522119793694496,0.7983019679519454,1.468749031728252,1.0179536914113418,lbn
1.4359190110826985,0.9939150979657773,1.3588473370803245,0.7988042659108734,lcy
1.0605580316139442,0.7825992821623289,1.2330522990775865,1.095001707034541,lxq
1.7576749793273294,1.1848675511024627,1.3903792955440524,0.6876257594820112,lyb
0.9256981164840838,0.6818727576487649,1.2576621603354399,1.1262324645613038,lyg
1.4972049190169912,0.9458722153895854,1.237289375888485,0.9570492562708417,pja
0.9836953305140352,0.8347273109939125,1.657145647997837,1.0945620917499828,plm
0.689005862743384,0.7725796679408456,0.837256803076826,1.3615650926729068,st
1.1411620928182056,0.83326659590285,1.5331584893848116,0.9895910448875498,sxy
1.387743755425899,0.888784905171013,1.4670913212275425,0.9140175059946704,tyue
1.2477770217126938,0.9288459127579594,1.2340339540157872,1.055868987959152,ty
1.0808486089810225,0.8001140663168895,1.3470122453954532,1.079830375405786,wcf
1.4099692464722429,0.8242856437429417,1.3869534627602813,0.947889327797212,wk
1.1806519506947637,0.9423975248829586,1.2827157347033495,0.8947259780049168,wxf
1.0686653645104507,0.8810049815549185,1.3521921005099593,1.052335913594575,yhx
1.5185756498444622,1.0135908822963204,1.5868760815326108,0.8120296472866828,zbk
1.0122858811744768,0.9592679897188109,1.060092271905658,1.0800907380854823,zd
1.335333993546404,1.1050622168727289,1.1599376516541928,1.0197644511200026,zfb
1.5303102039057952,1.1634347895498023,1.2844928561159439,0.7902501602609894,zkx
1.2633285993625272,0.949339996797102,1.2564764186150335,0.8925685712598056,zq
1.242510607291312,0.9504784164033898,1.687152604636262,0.9151356745847558,zwj
1.4704608395078334,1.084117442816358,1.0827936332495767,0.8013899137410743,zym
1.4728294261782429,1.0144867580103376,1.2464886944271028,0.7605880046283117,zy
