SI,UIY,UIZ,CI,Name
0.3803010546476213,0.37553110196438383,0.7169638343894345,1.6952008713484845,cgg
0.6703384217631305,0.3974358012257926,0.9592343497819404,1.700652083151366,dsm
0.5964200475633007,0.45779324938552934,0.7838164640969335,1.650971686469978,dzx
1.0828451900880118,1.5565156390615833,1.019330326023168,1.4810254999095747,fyj
0.36855755350509367,0.41422853378380303,0.6094628323152228,1.6928603550193728,fy
0.3858500963213989,0.5027508197072436,0.6614169380838049,1.8506545935271075,ghc
0.6627373912886411,0.6998400854624971,0.9589974606053632,1.9167665687420858,jba
0.55687114147483,0.4960021560690088,0.9004383037038228,1.8648365618464366,jyx
0.4168358545005564,0.3594066574329792,0.6239776682198175,1.633663919766933,lbn
0.5704630638458659,0.5461795814095901,0.8710634461308391,1.9197174125658747,lcy
0.48381034316889937,0.37187315239383306,0.7759561430520565,1.6336859937417134,lxq
0.6793714971496401,0.7929001461931136,1.0106627084902018,1.9123438324285233,lyb
0.4863666498594513,0.3086088794653706,0.713170790815718,1.6033728159287735,lyg
0.9253525919047849,0.737503776423941,1.1372157006436967,1.793762382410934,pja
0.434179629972151,0.22137895901750712,0.7207814375227404,1.6980415515382878,plm
0.6086390866778801,0.8801275732242398,0.7700135703637838,1.906114647215319,st
0.4385636110814106,0.23757545248334455,0.7623222178630358,1.4962592644950445,sxy
0.5055371014045156,0.5676808316376727,0.7637949256300114,1.7473991334443264,tyue
0.713827321822996,0.736406621572137,0.9044503449818029,1.8278435537065647,ty
0.4644794212173966,0.32273717228291804,0.6973699288381607,1.605829042083059,wcf
0.45665690810391435,0.37289427107045875,0.8023728352737044,1.7816579883803545,wk
0.4286886078190216,0.3890010317463096,0.7435183094958896,1.8595863368854133,wxf
0.3063183814806372,0.3653264720354966,0.4967800941010912,1.3492468692979496,yhx
0.6262612964267444,0.4175007168870409,0.9623233834892462,1.6840559226881797,zbk
0.3900852556661931,0.23363161208324873,0.6877690575104911,1.661631681609394,zd
0.43911474461589217,0.48250776458564304,0.7449762339533829,1.758393388227603,zfb
0.578578967495503,0.5959930259316715,0.8519030560864161,1.9030980771861223,zkx
0.5614132113288021,0.3710708588089707,0.7532826207564528,1.5524601772709181,zq
0.4835503967191418,0.5383200218123876,0.7201882857564929,1.762284279681748,zwj
0.714890581271485,0.7139078726394261,0.849473214585875,1.7736345186627418,zym
0.8604657480994233,0.6999837590558031,1.2133918933948387,1.7274226180551557,zy
