head_pls,eye_pls,head,eye
0.25966018479190467,0.1743039226569092,-34.2646134471114,-17.85806105574619
0.15647290259935076,0.06363856837901771,0.25966018479190467,0.1743039226569092
-0.010249942142877444,-0.4212780058513026,0.15647290259935076,0.06363856837901771
0.0037767923193037234,0.035297975230006884,-0.010249942142877444,-0.4212780058513026
-0.15088493003480608,-0.1871558504277857,0.0037767923193037234,0.035297975230006884
0.3195071208887299,0.00036993017288367014,-0.15088493003480608,-0.1871558504277857
0.34854842750890214,2.240514458564796,0.3195071208887299,0.00036993017288367014
0.22615149590761519,-0.035974482123717344,0.34854842750890214,2.240514458564796
-0.1469181308534644,0.05871472134621669,0.22615149590761519,-0.035974482123717344
0.23409699540992435,0.30818061116396045,-0.1469181308534644,0.05871472134621669
-0.03403657732536658,0.8923964371504938,0.23409699540992435,0.30818061116396045
-0.06400176935005675,10.875761000358892,-0.03403657732536658,0.8923964371504938
0.12233440144203911,-0.7068385658126317,-0.06400176935005675,10.875761000358892
-0.5379319579279809,0.054469685955240266,0.12233440144203911,-0.7068385658126317
-0.9287776269711117,0.542499738117991,-0.5379319579279809,0.054469685955240266
-0.4333271418122422,0.06215713610156115,-0.9287776269711117,0.542499738117991
0.17428825854932128,-0.2553383304548049,-0.4333271418122422,0.06215713610156115
0.8215040989014462,-5.59546322541479,0.17428825854932128,-0.2553383304548049
-1.9570396082100388,-1.4329723317495677,0.8215040989014462,-5.59546322541479
1.1230171123787471,-0.18768569125318102,-1.9570396082100388,-1.4329723317495677
-0.1427669867558734,-4.072581394383263,1.1230171123787471,-0.18768569125318102
0.1234948489660539,0.033927111595938086,-0.1427669867558734,-4.072581394383263
0.8298932777366215,0.05669173422107643,0.1234948489660539,0.033927111595938086
0.5666833801436102,-1.7832251347776946,0.8298932777366215,0.05669173422107643
-0.9772859065070065,1.9345793463400032,0.5666833801436102,-1.7832251347776946
-0.1855518923434829,-4.3306432313022185,-0.9772859065070065,1.9345793463400032
0.421408407208137,-0.718392296046801,-0.1855518923434829,-4.3306432313022185
0.6343042888757076,0.1785210425023278,0.421408407208137,-0.718392296046801
-0.11858798955324801,0.29457091237935007,0.6343042888757076,0.1785210425023278
0.2096231878540653,1.9193967678178154,-0.11858798955324801,0.29457091237935007
0.3520295547497767,3.5106571182782016,0.2096231878540653,1.9193967678178154
